Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],PGM Recovery [%],PPM Mass Total Feed [mg/L],PGM Relative Purity [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M],Ligand,q_max_Pt,q_max_Pd,q_max_Rh,K_eq_Pt,K_eq_Pd,K_eq_Rh
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.558666950336077e-05,4.73387037341787e-07,0.00030514107420748183,0.06323739524955325,0.0638637511361292,0.0015500174608368516,-1.3444106938820255e-17,2.0838365755171395e-16,-1.0028870095490916e-18,0.24128906249154491,89.08154258340572,500.0,95,1,0.1,41.444066700497096,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6741805462682884e-05,1.6480114019689408e-07,0.00032122552545471095,0.0886831485093983,0.0896473425656092,0.0012398225226665884,-1.5612511283791264e-17,-6.505213034913027e-19,-6.810144895924575e-19,0.17192601650766795,93.7771665089363,500.0,95,1,0.1,58.164553586071115,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.719164195197994e-05,5.3838346800694554e-08,0.00032766412567424957,0.10571640367010303,0.10690502361880996,0.001031830318829439,-5.532466845759032e-15,-1.0417346239105507e-12,-2.0742142812363307e-17,0.14418237435796916,95.65682312718744,500.0,95,1,0.1,69.35660509496448,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.739043709462864e-05,1.7000876554210234e-08,0.00033074132097483776,0.11640741580606999,0.11773441161992836,0.0009012888173295108,-1.3592100535364526e-13,-4.3695343133684506e-11,-7.042231923472253e-17,0.1309233955077944,96.55516598358183,500.0,95,1,0.1,76.3805426922697,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7483429681148194e-05,5.245989668658004e-09,0.00033228483774258723,0.12262957297413088,0.12403601027940148,0.0008253181624253743,-2.237793284010081e-14,-1.0902872788626228e-11,-1.503652887965834e-17,0.12427283112070021,97.00577347728483,500.0,95,1,0.1,80.46811125021752,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.752699883522178e-05,1.6069666353842538e-09,0.00033304350746936215,0.12593873348841123,0.1273870757688374,0.0007849157029506701,-1.8308900402719264e-13,-1.2696249802358894e-10,-3.207883177841486e-17,0.12100398424354819,97.2272561791727,500.0,95,1,0.1,82.64190689682343,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.754679577978293e-05,4.842724791569368e-10,0.0003333982461508956,0.12754819872890108,0.12901681336035017,0.0007652657333981998,-3.639493220686241e-14,-4.187191717484884e-11,-8.143374754902843e-18,0.11947554495976273,97.33081702900938,500.0,95,1,0.1,83.69913695198314,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7555407300379723e-05,1.489635205156953e-10,0.0003335559813534677,0.12827716327973868,0.12975493360305537,0.0007563659066495632,-2.5261043257174265e-14,-5.113183726250525e-11,-4.662069341687669e-18,0.11879592631170408,97.37686555001339,500.0,95,1,0.1,84.17797066341637,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7559033332383815e-05,4.6655994378810164e-11,0.00033362360684175,0.1285922556511877,0.13007397298171638,0.0007525190300730625,-1.0800388361431601e-14,-3.878888378029688e-11,-2.3056236824262055e-18,0.11850455611670321,97.39660783751037,500.0,95,1,0.1,84.3849412013493,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7560601256144188e-05,1.9998703123752052e-11,0.0003336519743629843,0.12872488929858536,0.13020827574756624,0.0007508997112037954,-1.7786119799190203e-14,-9.33713952509796e-11,-2.681706311007115e-18,0.11838233134133556,97.40488932684242,500.0,95,1,0.1,84.47206510206898,ddFc,0.2898514730204259,0.5788769755193778,0.0043083999373503,1516.127584126813,2566.369059114717,3235.39248524156
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6383238645782933e-05,8.605215870109993e-07,0.00032763144442306155,0.0862227122923995,0.08710032841931459,0.0008429664622863901,-1.6696713456276768e-17,3.133344278483108e-16,-9.961107459710572e-19,0.1768736533250082,95.64728230651312,500.0,95,1,0.1,56.537532933889466,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.726538252089687e-05,3.4606824090585753e-07,0.00033461756447255154,0.11506883911551953,0.11634618046339858,0.0005982106929861847,-2.6328548716203493e-14,-9.62354978692459e-13,-4.4752138735233704e-17,0.13245727341490227,97.686779454833,500.0,95,1,0.1,75.49604292907736,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.760995381539324e-05,1.3170418146162263e-07,0.00033709150155608803,0.13054217735645587,0.13203949327252754,0.00046686999025145936,-1.3747683547116196e-15,-4.325142674566074e-14,-3.818424526222386e-18,0.11673054088454479,98.40900976167748,500.0,95,1,0.1,85.66738339618202,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7741872796773658e-05,4.862593041125226e-08,0.0003380194756924128,0.1374785375613869,0.13907494848451712,0.0004079912567517236,-1.6217496096038175e-15,-4.7352746723738903e-14,-2.9154874044493018e-18,0.1108314072256576,98.67991844794993,500.0,95,1,0.1,90.22713191432787,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7789968613321022e-05,1.7684091678272638e-08,0.00033834540047014016,0.14009316910107492,0.14172725986305168,0.00038579626529488094,0.0,5.421010862427522e-18,-1.2112571145736495e-19,0.10875947000727344,98.77506749349064,500.0,95,1,0.1,91.9460162809844,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.780683167214993e-05,6.3912569943132425e-09,0.0003384512356465155,0.14096367450608657,0.1426105422521372,0.0003784061092209141,-2.168404344971009e-19,2.168404344971009e-19,4.743384504624082e-20,0.10808664179526675,98.80596454920688,500.0,95,1,0.1,92.51837076168567,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.781264179331434e-05,2.304714446611144e-09,0.00033848398355777574,0.14123518877407742,0.14288615228289983,0.000376100783377953,0.0,-8.673617379884035e-19,4.2351647362715017e-20,0.10787844179289119,98.81552483032938,500.0,95,1,0.1,92.69692659445666,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7814637734344418e-05,8.304839295923397e-10,0.00033849389614720265,0.14131756497602307,0.14296981545885976,0.0003754012354975319,-7.884318198314588e-16,-1.53406367470188e-13,-1.4738373282224826e-19,0.10781541653689672,98.81841866807129,500.0,95,1,0.1,92.75111409116327,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.781532258190994e-05,3.0067276125048517e-10,0.0003384968708859834,0.14134229835649437,0.1429949528862996,0.00037519114818037594,-2.7662117388360663e-14,-1.5776651903290362e-11,-9.275010772434589e-19,0.10779650154856071,98.81928710022208,500.0,95,1,0.1,92.76738907426554,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.781557395866716e-05,1.0844105604129758e-10,0.00033849776085521173,0.14134969708847464,0.14300247874724048,0.0003751282854639309,-4.72928987638177e-15,-7.0389831116624e-12,-3.4982460721602604e-19,0.10779084132121854,98.81954691392274,500.0,95,1,0.1,92.7722604019745,ddFc,0.2790730916078094,0.5716821375098566,0.0037253168438227,1895.4620295216143,2590.418714043033,2057.587856519489
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.5494523122240273e-05,1.044182485367288e-06,0.000314235406544556,0.06981155483404218,0.07047265544737663,0.0012949897950687269,-1.214306433183765e-17,3.0010716134398763e-16,-1.5585406229479126e-18,0.21858005188766017,91.73650195082887,500.0,95,1,0.1,45.74982901522747,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6728955473638732e-05,4.7297194149551065e-07,0.00032683662088735265,0.09670995979072594,0.09774105338546582,0.0009961251633539363,-6.505213034913027e-19,1.214306433183765e-17,-3.3881317890172014e-20,0.15765769097063775,95.41524502072181,500.0,95,1,0.1,63.42855802615049,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7256560554604076e-05,2.0097601013669145e-07,0.0003316931943163862,0.11358915191971086,0.11486021589239781,0.0008084528871125831,-4.9873299934333204e-18,6.071532165918825e-18,-2.270048298641525e-19,0.1341835258567028,96.83305169867079,500.0,95,1,0.1,74.52479681208553,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7488988848824732e-05,8.238765193344798e-08,0.00033385615338179267,0.12316813098518632,0.1245749640412774,0.0007019492136444123,-4.0974819023875675e-14,-2.3558659363598355e-12,-2.428443459778079e-17,0.12372899141385718,97.46449645120566,500.0,95,1,0.1,80.82180163055978,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7589481851604844e-05,3.304198656412507e-08,0.00033482795292505153,0.1280199707974197,0.12949490617443382,0.000648006592736183,-1.3444106938820255e-17,-3.664603343001005e-16,-1.1180834903756764e-19,0.11903192600163193,97.74819933394666,500.0,95,1,0.1,84.01107447310312,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7631242157910736e-05,1.3089072069261848e-08,0.00033524229331389913,0.13020711891147108,0.13171256714628454,0.0006236906311233261,-1.7592264450749795e-15,-3.721307116621997e-14,-1.7448878713438587e-18,0.11702928545715244,97.86916004396912,500.0,95,1,0.1,85.44869740028676,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7647922692209424e-05,5.153585024531425e-09,0.00033540844902629557,0.13110536993867616,0.13262333823849293,0.000613704226894542,-8.912141857830846e-17,-1.2641797331180982e-15,-2.414043899674756e-19,0.11622620255304329,97.917666811561,500.0,95,1,0.1,86.03911837725406,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7654408085728106e-05,2.023759223767496e-09,0.00033547220505650863,0.13145333864621045,0.1329761717838108,0.0006098355920971351,-3.4354030037375693e-15,-1.6189111683162505e-13,-4.667151539371195e-19,0.11591804807174294,97.93627946649487,500.0,95,1,0.1,86.26784324224379,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.765689412966284e-05,7.938756590341779e-10,0.000335496072799449,0.1315840769614927,0.13310874803369147,0.000608382036616301,-1.0278236595162582e-15,-3.140075005569898e-13,-2.185345003916095e-19,0.115802686159195,97.94324731035081,500.0,95,1,0.1,86.35378272877806,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7657842886968844e-05,3.120775953604137e-10,0.0003355049015564756,0.13163250150116582,0.13315785876955114,0.0006078436299238796,-1.0394679908487525e-14,-6.91753251902405e-12,-7.945169045245337e-19,0.1157600129653751,97.94582473883062,500.0,95,1,0.1,86.38561575654879,ddFc,0.2837974894612181,0.5620877357196101,0.0034834488282526,2013.6855116134664,2615.452016970241,4073.272529497037
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7315875932982857e-05,5.133755606507249e-07,0.0003387557783789624,0.10535431459470254,0.10651578217819498,0.0002616730072857505,-1.2991560952024805e-14,-3.3677661354092336e-13,-2.804017868590636e-17,0.14466611840851845,98.8948714145294,500.0,95,1,0.1,69.12468593206663,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7762435055383785e-05,1.6386917370797323e-07,0.0003405997803451632,0.1338848075905301,0.13543118942524063,0.00017060087161366303,-6.614652402203713e-14,-2.1985026646409445e-12,-2.351194054988487e-17,0.1138048030506398,99.4332012349334,500.0,95,1,0.1,87.86975357753832,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7906000464422037e-05,5.0159261441473724e-08,0.0003411670345049907,0.1460561532018076,0.14776793816043773,0.00013174665497609365,-3.566374626173818e-14,-6.172362967959977e-14,-9.593283402365392e-18,0.1043112403752485,99.59880291843515,500.0,95,1,0.1,95.86694553747104,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7949882869005314e-05,1.5051895435506458e-08,0.0003413337605241383,0.1500662627058982,0.15183287763556058,0.000118944953029275,-1.7663821794133838e-15,-6.2363308961366215e-16,-2.63639004832901e-19,0.1015208842135993,99.6474761788706,500.0,95,1,0.1,98.50190015051547,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.796277917166432e-05,4.484251453871204e-09,0.00034137800500441733,0.15116762833091987,0.1529495520828359,0.00011542873957942272,-5.204170427930421e-18,5.421010862427522e-18,5.823351512373315e-20,0.10078037795326546,99.66039271776756,500.0,95,1,0.1,99.22566478801326,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7966511871422314e-05,1.3330687606589282e-09,0.0003413890538512532,0.1514451575561552,0.15323104143598756,0.00011454259435814404,-1.0234001146525173e-14,-8.592302216947623e-15,-1.802062595283524e-19,0.10059544746384257,99.6636182694979,500.0,95,1,0.1,99.40807712589917,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7967590654144297e-05,3.9610468014808215e-10,0.0003413917481775262,0.15151297736428757,0.1532998627966835,0.00011432601176785301,-6.728992363314035e-15,-6.662561127801503e-13,-1.802062595283524e-19,0.10055034801475822,99.664404839255,500.0,95,1,0.1,99.45266423674889,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7967900894043684e-05,1.2016954121015418e-10,0.0003413924001641583,0.15152939339340593,0.15331653470828413,0.0001142735731234751,-3.520924871103226e-14,-3.700254837778194e-11,-3.544832884259247e-19,0.10053943435953908,99.66459517736364,500.0,95,1,0.1,99.46345992199439,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.79679888846816e-05,4.046124877682243e-11,0.0003413925575725424,0.1515333552950364,0.1533205647434965,0.00011426091073866292,-3.2505682173722406e-14,-8.348042331192407e-11,-4.489274620447792e-19,0.10053679990799173,99.66464113047468,500.0,95,1,0.1,99.46606624789827,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7968015305339507e-05,1.60587571643318e-11,0.0003413925955526462,0.15153431090156463,0.1533215378004917,0.00011425785552305876,-2.0666194450180697e-14,-9.446388419750984e-11,-4.247870230480316e-19,0.10053616415793143,99.66465221821909,500.0,95,1,0.1,99.46669523109198,ddFc,0.2811107070210604,0.5730290716407963,0.0038599449577318,1706.9491637929254,2842.730120510957,527.347943306868
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.5831096695355717e-05,7.705973358432347e-07,0.00031543218667668766,0.0688957990153966,0.06957592611711481,0.0012242384745656722,-1.094176832472371e-15,-4.3404299251981193e-14,-2.710505431213761e-17,0.22143654272524613,92.0858846767708,500.0,95,1,0.1,45.159664601554915,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6923443782735254e-05,3.101517838927295e-07,0.00032743831593391064,0.0950874199139004,0.09612362996050075,0.0009420086058814248,-1.951563910473908e-18,3.0791341698588326e-17,-1.4738373282224826e-19,0.16032745535826137,95.59090122515576,500.0,95,1,0.1,62.37234900070232,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.736081349430533e-05,1.1747036466370699e-07,0.0003320873916273115,0.11151500521375594,0.11277668295055829,0.0007649017540912638,-5.4108193620061584e-15,-4.083981416935778e-13,-1.3850682753502319e-17,0.1366699516814127,96.94813192715414,500.0,95,1,0.1,73.16897296715744,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7544464370128393e-05,4.2999275607447566e-08,0.0003341618092681572,0.1208342061376802,0.12222195312417772,0.0006644365497919122,-3.5498947531520386e-15,-3.221435704997555e-13,-5.954641619197731e-18,0.12611423828262863,97.55372828578501,500.0,95,1,0.1,79.29318795542716,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.762107524876596e-05,1.541253234848592e-08,0.00033509326784044976,0.12554642112683892,0.1269969438420239,0.0006136400714052691,-2.949029909160572e-17,-1.893450674028685e-15,-1.9989977555201488e-19,0.12137460884944752,97.82565420296238,500.0,95,1,0.1,82.38955490603436,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7651884697446603e-05,5.459318166266633e-09,0.0003354895237690226,0.12766464445979328,0.12914308563709848,0.0005908071953754744,-1.9985749166728795e-14,-2.6752166020632684e-12,-4.939049115439825e-18,0.11935833704710509,97.94133541522385,500.0,95,1,0.1,83.78132811999109,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7663760244289373e-05,1.9222927307489706e-09,0.00033564796820418046,0.12853181699154406,0.1300216120748332,0.0005814599785335556,-1.5838025335668249e-15,-3.5496757443131965e-13,-7.538593230563273e-19,0.11855213178680006,97.98759098646833,500.0,95,1,0.1,84.35107702646498,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7668196715044726e-05,6.751580420983471e-10,0.00033570858529881743,0.1288667108005501,0.1303608725886945,0.0005778502341294646,-2.2703193491846463e-16,-9.238356607488285e-14,-1.0333801956502464e-19,0.11824369883732791,98.00528727436144,500.0,95,1,0.1,84.5711027169182,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7669814561941132e-05,2.378787689813811e-10,0.0003357312132327786,0.12899217460658483,0.13048796743213142,0.0005764979050487128,-1.008763385323963e-14,-9.1910450604471e-12,-1.0587911840678754e-18,0.11812856407887135,98.01189317383914,500.0,95,1,0.1,84.65353048161376,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7670408201799482e-05,8.475256229554439e-11,0.00033573956045976545,0.12903851899870308,0.1305349136327154,0.0005759983778821566,-8.440080231930658e-15,-1.600267813227363e-11,-7.962109704190423e-19,0.1180860920096658,98.01433002655789,500.0,95,1,0.1,84.6839778488178,ddFc,0.2721188471869362,0.5738703648495558,0.0032873629689814,2083.031890151905,2841.0952341499246,4144.6805428298185
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.615480412670628e-05,1.0467567486583884e-06,0.0003268296565931555,0.09086154934360012,0.09176154124817533,0.0009359483514655232,-1.1989107623344708e-15,-2.311779240260492e-14,-2.437083195840073e-17,0.1678687032979228,95.41321189531679,500.0,95,1,0.1,59.57036543168281,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.714101970119167e-05,4.538111312082454e-07,0.0003343017857859337,0.12060925508336212,0.12192962418459448,0.0006519484786845462,-5.967448757360216e-16,-1.1082280926277832e-14,-6.069838100024316e-18,0.12638290736199273,97.594592414488,500.0,95,1,0.1,79.12462380183628,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7544691676775676e-05,1.8565290907901882e-07,0.00033687654658048525,0.13595286636127116,0.13750154066351844,0.0005053769672148621,-2.168404344971009e-18,1.3660947373317356e-17,-1.4823076576950256e-19,0.11208966754656687,98.34625675190189,500.0,95,1,0.1,89.21428904984101,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7705351668686038e-05,7.36251862190821e-08,0.00033780056021756865,0.14245804605559428,0.14410648802384987,0.0004432257251113838,2.3852447794681098e-18,1.0191500421363742e-17,-7.030373462210693e-20,0.10695994655557896,98.61600922745201,500.0,95,1,0.1,93.49294125538628,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7766400225264072e-05,2.8770185282505944e-08,0.0003381082372751306,0.14476431863214884,0.14644957649628956,0.0004211867174514013,-3.373104746906552e-14,-1.5114428805751423e-14,-2.8866882842426556e-18,0.10525172674633376,98.7058311138576,500.0,95,1,0.1,95.01031773189726,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.778898915857196e-05,1.1176821746376908e-08,0.0003382031484576915,0.1454906658835474,0.14718824149618395,0.00041424335401873567,-4.79217360238593e-16,-2.0881733842070815e-16,4.997494388800372e-20,0.10472471567227544,98.73353906688523,500.0,95,1,0.1,95.48844258784055,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7797309065606962e-05,4.3331095841416564e-09,0.0003382312013276391,0.1457066364774532,0.14740819141063352,0.000412177818410094,-3.627480260615101e-14,-2.1604246169815156e-14,-2.278518628114068e-19,0.10456891866603364,98.74172869830511,500.0,95,1,0.1,95.63071061237078,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7800392029394728e-05,1.6787292205220193e-09,0.00033823934441373386,0.14576940047291845,0.14747224071140555,0.0004115771346948801,-1.5573480005581786e-15,-1.0012607062903633e-14,-1.3976043629695956e-19,0.10452368288197593,98.74410595503002,500.0,95,1,0.1,95.67209769379835,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7801544106455053e-05,6.502254496306502e-10,0.00033824169253911815,0.1457874902693134,0.14749075176624582,0.00041140384400960213,-1.8171228410857054e-16,-4.641296028062847e-14,3.3034284942917713e-20,0.10451063421145812,98.74479145642296,500.0,95,1,0.1,95.68404282923814,ddFc,0.2879852906545492,0.5672048091684707,0.0043427402054965,1944.8921266635248,2570.8441565741555,1986.6844878510333
